Ticker,GFValue,SmartScore,Price,Market Capitalization,Sector,Industry
RUSHB,49.23,5.0,49.38,3750907251.999999,Retail Trade,Specialty Stores
RVMD,8.15,8.0,30.38,4976137800.0,Health Technology,Pharmaceuticals: Other
RXO,0.0,4.0,20.75,2427771530.0,Technology Services,Packaged Software
RXRX,26.15,9.0,9.9,2137249451.0000005,Health Technology,Biotechnology
RXST,0.0,9.0,48.94,1755066978.0,Electronic Technology,Electronic Components
RYAAY,193.53,5.0,138.99,24752525681.74102,Transportation,Airlines
RYI,28.52,4.0,34.19,1168317969.0,Non-Energy Minerals,Steel
RYN,36.86,7.0,32.87,4874383204.0,Finance,Real Estate Investment Trusts
S,0.0,10.0,29.04,8673515925.0,Technology Services,Packaged Software
SABR,9.09,4.0,4.13,1567257656.0,Technology Services,Packaged Software
SAFE,54.95,8.0,20.6,1463967524.0,Finance,Real Estate Investment Trusts
SAGE,190.3,5.0,23.78,1427837894.0,Health Technology,Pharmaceuticals: Major
SAIA,340.19,6.0,553.1,14683663524.0,Transportation,Trucking
SAIC,107.05,8.0,130.21,6779064435.0,Technology Services,Information Technology Services
SAM,391.49,8.0,351.81,4288933849.0,Consumer Non-Durables,Beverages: Alcoholic
SAND,5.73,8.0,4.41,1306164416.7770271,Non-Energy Minerals,Precious Metals
SANM,55.92,3.0,59.29,3306963446.0,Health Technology,Medical Specialties
SAP,136.8,10.0,181.16,211318677752.048,Technology Services,Packaged Software
SATS,193.67,6.0,13.51,3666776890.000001,Communications,Specialty Telecommunications
SBAC,375.5,7.0,216.2,23325175893.0,Finance,Real Estate Investment Trusts
SBLK,22.44,8.0,22.94,2153189418.0,Transportation,Marine Shipping
SBRA,14.14,7.0,13.4,3098341385.0,Finance,Real Estate Investment Trusts
SBS,9.1,5.0,15.74,10789957655.5334,Utilities,Water Utilities
SBUX,114.72,6.0,96.59,109359189136.99998,Consumer Services,Restaurants
SCCO,69.63,5.0,80.94,62575563623.0,Non-Energy Minerals,Other Metals/Minerals
SCHL,45.43,4.0,38.4,1147324468.0,Consumer Services,Publishing: Books/Magazines
SCI,71.61,9.0,66.21,9902049061.999998,Consumer Services,Other Consumer Services
SCL,104.8,9.0,90.01,2013287934.0000005,Process Industries,Chemicals: Specialty
SCS,12.79,3.0,12.86,1468891313.0,Producer Manufacturing,Office Equipment/Supplies
SDGR,44.48,8.0,27.2,1959291166.0,Technology Services,Packaged Software
SDRL,0.0,,43.79,3242603863.112189,Industrial Services,Contract Drilling
SE,98.79,1.0,43.34,24476648298.0,Retail Trade,Department Stores
SEAS,83.05,3.0,48.36,3092333367.0,Consumer Services,Movies/Entertainment
SEAT,0.0,6.0,5.53,1161857516.0000002,Consumer Services,Movies/Entertainment
SEB,3832.8,4.0,3551.3,3448507567.0,Process Industries,Agricultural Commodities/Milling
SEDG,326.36,1.0,75.51,4289816076.000001,Producer Manufacturing,Electrical Products
SEE,55.26,10.0,35.12,5072578395.999999,Process Industries,Containers/Packaging
SEIC,62.75,5.0,66.31,8698412447.0,Finance,Investment Managers
SEM,29.71,6.0,26.22,3361758707.9999995,Health Services,Hospital/Nursing Management
SEMR,16.71,7.0,12.14,1738823377.0,Technology Services,Packaged Software
SFL,12.23,8.0,11.97,1645480882.9999998,Transportation,Marine Shipping
SFM,37.1,8.0,50.76,5155226356.0,Retail Trade,Food Retail
SGHC,0.0,2.0,3.27,1630133111.0000002,Consumer Services,Casinos/Gaming
SGML,0.0,7.0,14.26,1561469968.7248044,Non-Energy Minerals,Other Metals/Minerals
SGRY,27.46,6.0,32.84,4416759536.999999,Health Services,Hospital/Nursing Management
SHAK,75.49,10.0,79.13,3347386752.0,Consumer Services,Restaurants
SHC,22.73,9.0,15.99,4519135622.999999,Health Technology,Medical Specialties
SHEL,71.75,10.0,63.56,201991862492.75323,Energy Minerals,Integrated Oil
SHLS,29.62,6.0,15.44,2623865792.0,Electronic Technology,Semiconductors
SHOO,43.22,2.0,40.96,3055952119.0,Consumer Non-Durables,Apparel/Footwear
SHOP,77.59,5.0,87.87,112894774426.8036,Technology Services,Information Technology Services
SHW,293.46,7.0,312.15,79899814983.0,Process Industries,Industrial Specialties
SID,4.1,6.0,3.57,4760706542.156899,Non-Energy Minerals,Steel
SIG,87.88,5.0,101.03,4477372799.0,Retail Trade,Specialty Stores
SIM,24.89,2.0,31.09,5280178292.38069,Non-Energy Minerals,Steel
SIMO,57.5,3.0,67.9,2268354023.0,Electronic Technology,Semiconductors
SIRI,6.56,7.0,4.99,19173884072.0,Consumer Services,Broadcasting
SITC,13.96,7.0,13.78,2884395792.0,Finance,Real Estate Investment Trusts
SITE,168.08,4.0,160.89,7260228121.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
SITM,102.31,3.0,116.37,2640687125.0,Electronic Technology,Semiconductors
SIX,30.92,7.0,25.21,2120802712.9999995,Consumer Services,Movies/Entertainment
SJM,147.36,6.0,131.09,13914391200.0,Consumer Non-Durables,Food: Specialty/Candy
SJW,71.42,7.0,58.94,1882131234.0,Utilities,Water Utilities
SKM,26.42,6.0,21.05,8200534495.056129,Communications,Wireless Telecommunications
SKX,56.01,7.0,57.97,8926318633.999998,Consumer Non-Durables,Apparel/Footwear
SKY,55.14,2.0,79.51,4591982272.000001,Consumer Durables,Homebuilding
SLAB,158.11,5.0,137.27,4362349454.0,Electronic Technology,Semiconductors
SLB,54.75,4.0,47.79,68215203455.99999,Industrial Services,Contract Drilling
SLG,52.27,5.0,44.75,3020402666.0,Finance,Real Estate Investment Trusts
SLVM,0.0,8.0,46.73,1941803467.0,Process Industries,Pulp & Paper
SM,34.41,7.0,36.97,4300124602.0,Energy Minerals,Oil & Gas Production
SMAR,59.02,9.0,46.36,6316862045.0,Technology Services,Packaged Software
SMCI,109.22,7.0,698.0,39041462051.0,Electronic Technology,Computer Communications
SMG,64.72,4.0,57.66,3268878824.9999995,Process Industries,Chemicals: Agricultural
SMMT,,7.0,4.18,2929523182.9999995,Health Technology,Biotechnology
SMPL,41.86,2.0,35.88,3581272880.0,Consumer Non-Durables,Food: Major Diversified
SMTC,70.38,7.0,20.26,1302409243.0,Electronic Technology,Semiconductors
SN,0.0,10.0,49.87,6934584064.999999,Consumer Durables,Electronics/Appliances
SNA,259.44,7.0,266.03,14041052863.000002,Consumer Durables,Tools & Hardware
SNAP,15.34,9.0,11.1,18274868751.0,Technology Services,Packaged Software
SNDR,24.41,5.0,24.22,4273537985.0,Transportation,Trucking
SNDX,,9.0,22.0,1769877441.0,Health Technology,Biotechnology
SNEX,66.86,4.0,63.03,1988596654.0,Finance,Investment Banks/Brokers
SNOW,311.23,7.0,222.9,73400965268.99998,Technology Services,Packaged Software
SNPS,451.93,8.0,570.69,87042225048.99998,Technology Services,Packaged Software
SNY,58.33,6.0,46.56,116179520498.10306,Health Technology,Pharmaceuticals: Major
SONO,19.45,8.0,18.19,2252704278.0,Consumer Durables,Electronics/Appliances
SONY,102.07,7.0,96.4,118965208698.52995,Electronic Technology,Computer Processing Hardware
SOS,51.75,4.0,3.46,1103833960.0,Technology Services,Internet Software/Services
SOVO,0.0,5.0,22.26,2258396176.0,Consumer Non-Durables,Food: Specialty/Candy
SPB,86.24,8.0,86.1,2655358946.0,Consumer Durables,Electronics/Appliances
SPG,130.21,7.0,144.1,47011101030.0,Finance,Real Estate Investment Trusts
SPGI,431.85,9.0,436.63,138324380217.0,Commercial Services,Financial Publishing/Services
SPHR,18.16,7.0,40.67,1429097456.0,Consumer Services,Media Conglomerates
SPLK,141.94,10.0,154.25,25991125000.0,Technology Services,Packaged Software
SPNS,28.88,7.0,27.98,1543309526.9999998,Technology Services,Packaged Software
SPOT,181.15,7.0,240.01,45657770424.0,Technology Services,Internet Software/Services
SPR,43.34,6.0,28.27,3280040866.0,Electronic Technology,Aerospace & Defense
SPSC,179.79,8.0,183.77,6743919753.000001,Technology Services,Packaged Software
SPT,92.09,10.0,63.1,3533222200.0000005,Technology Services,Packaged Software
SPXC,86.35,9.0,106.63,4867458597.0,Producer Manufacturing,Building Products
SQ,86.23,6.0,68.83,42268020231.00001,Technology Services,Information Technology Services
SQM,155.13,4.0,40.45,11500309814.172194,Process Industries,Chemicals: Specialty
SQSP,0.0,7.0,31.71,4311609274.000001,Technology Services,Information Technology Services
SR,75.67,6.0,58.46,3214329422.0,Utilities,Gas Distributors
SRAD,0.0,6.0,10.28,3055377503.0000005,Technology Services,Packaged Software
SRCL,53.4,5.0,48.3,4468879750.0,Industrial Services,Environmental Services
SRPT,176.37,9.0,127.38,11915975413.000002,Health Technology,Pharmaceuticals: Major
SSD,167.8,6.0,190.42,8125777391.0,Producer Manufacturing,Building Products
SSL,17.92,4.0,8.13,5056439989.285001,Process Industries,Chemicals: Major Diversified
SSNC,67.47,8.0,60.43,14957373905.0,Technology Services,Information Technology Services
SSRM,18.61,4.0,9.41,1918619516.7180097,Non-Energy Minerals,Precious Metals
SSTK,72.82,8.0,44.3,1582068353.0,Technology Services,Internet Software/Services
ST,49.67,5.0,32.71,4950821772.0,Electronic Technology,Electronic Equipment/Instruments
STAA,103.73,6.0,30.35,1481610366.0000002,Health Technology,Medical Specialties
STAG,38.13,4.0,37.51,6960853744.0,Finance,Real Estate Investment Trusts
STEP,15.13,3.0,34.26,3781738438.0,Finance,Investment Managers
STER,0.0,6.0,13.27,1251163358.0,Technology Services,Data Processing Services
STGW,0.0,6.0,6.46,1758948654.0000002,Commercial Services,Miscellaneous Commercial Services
STLA,20.72,10.0,24.05,75621109803.2505,Consumer Durables,Motor Vehicles
STLD,102.31,4.0,124.84,20201167183.0,Non-Energy Minerals,Steel
STM,52.7,5.0,45.17,40817201958.61286,Electronic Technology,Semiconductors
STN,50.42,8.0,81.42,9287334783.35098,Industrial Services,Engineering & Construction
STNE,22.19,7.0,18.16,5447166824.0,Technology Services,Packaged Software
STNG,48.11,8.0,66.07,3633843682.000001,Transportation,Marine Shipping
STRA,79.96,5.0,96.72,2361500642.0,Consumer Services,Other Consumer Services
STRL,36.1,10.0,82.3,2537984550.0,Industrial Services,Engineering & Construction
STVN,0.0,7.0,33.73,8980086397.0,Health Technology,Medical Specialties
STX,56.78,4.0,87.68,18369900601.0,Electronic Technology,Computer Peripherals
STZ,282.89,10.0,243.05,44433749911.0,Consumer Non-Durables,Beverages: Alcoholic
SU,35.61,9.0,32.24,41751311034.09265,Energy Minerals,Integrated Oil
SUI,199.74,5.0,124.9,15543210192.0,Finance,Real Estate Investment Trusts
SUN,53.74,8.0,60.65,6093862374.0,Distribution Services,Wholesale Distributors
SUPN,32.4,5.0,27.9,1524256406.0,Health Technology,Pharmaceuticals: Major
SUZ,11.01,7.0,10.68,13805383110.1726,Process Industries,Pulp & Paper
SVC,10.02,3.0,7.72,1279746165.0,Finance,Real Estate Investment Trusts
SVV,0.0,7.0,19.59,3143267177.9999995,Retail Trade,Specialty Stores
SWAV,539.84,8.0,236.78,8736412752.0,Health Technology,Medical Specialties
SWI,11.68,7.0,13.27,2200771139.0,Technology Services,Packaged Software
SWK,103.46,5.0,89.27,13686108285.0,Consumer Durables,Tools & Hardware
SWKS,100.5,9.0,104.59,16758025365.000002,Electronic Technology,Semiconductors
SWN,3.83,5.0,6.48,7137489835.0,Energy Minerals,Integrated Oil
SWTX,,9.0,46.43,3345821514.0,Health Technology,Biotechnology
SWX,90.54,5.0,58.44,4179694938.999999,Utilities,Gas Distributors
SXI,116.9,8.0,154.78,1837334809.0,Electronic Technology,Electronic Equipment/Instruments
SXT,83.38,5.0,62.74,2650734197.0,Consumer Non-Durables,Food: Specialty/Candy
SYK,310.32,10.0,339.03,128810437781.00002,Health Technology,Medical Specialties
SYM,0.0,8.0,42.99,24646076811.0,Producer Manufacturing,Industrial Machinery
SYNA,91.53,6.0,110.22,4320617825.0,Electronic Technology,Semiconductors
SYY,98.16,7.0,79.32,39487855018.00001,Distribution Services,Food Distributors
T,16.36,10.0,16.82,120263334547.00002,Communications,Wireless Telecommunications
TAC,12.42,8.0,6.83,2116379715.4065216,Utilities,Electric Utilities
TAK,14.49,5.0,14.0,44219815003.92743,Health Technology,Pharmaceuticals: Major
TAL,6.52,9.0,13.21,8434374807.0,Commercial Services,Miscellaneous Commercial Services
TALO,12.29,7.0,12.33,1955295738.0,Energy Minerals,Oil & Gas Production
TAP.A,64.38,,61.03,13103147569.593296,Consumer Non-Durables,Beverages: Alcoholic
TARO,41.74,6.0,42.34,1591443446.0000002,Health Technology,Pharmaceuticals: Major
TBLA,0.0,6.0,4.74,1627897007.9999998,Technology Services,Internet Software/Services
TCN,8.65,8.0,11.02,3014531564.9230766,Finance,Real Estate Development
TCOM,56.97,6.0,38.99,25666363681.319897,Consumer Services,Other Consumer Services
TDC,46.05,6.0,48.67,4759925969.0,Technology Services,Packaged Software
TDG,916.49,5.0,1128.57,62741995121.0,Electronic Technology,Aerospace & Defense
TDOC,37.68,3.0,20.38,3374057880.0,Health Services,Medical/Nursing Services
TDS,17.85,5.0,18.46,1956759902.9999995,Communications,Wireless Telecommunications
TDW,20.98,7.0,67.87,3546298519.0,Transportation,Marine Shipping
TDY,440.57,8.0,430.67,20321033745.0,Electronic Technology,Aerospace & Defense
TEAM,301.25,7.0,212.29,55069466002.00001,Technology Services,Packaged Software
TECH,92.17,6.0,67.98,10685890996.0,Health Technology,Biotechnology
TECK,35.49,8.0,37.94,19720979830.98217,Energy Minerals,Coal
TEF,4.22,7.0,3.86,22199440139.69642,Communications,Specialty Telecommunications
TENB,54.5,9.0,50.72,5930939736.0,Technology Services,Packaged Software
TEO,0.73,5.0,6.98,4492867946.823733,Communications,Major Telecommunications
TER,121.17,7.0,98.47,15053969557.0,Electronic Technology,Electronic Production Equipment
TEX,59.21,7.0,64.35,4330755093.999999,Producer Manufacturing,Trucks/Construction/Farm Machinery
TFII,121.64,9.0,141.5,12159477480.02572,Transportation,Trucking
TFX,274.43,4.0,251.32,11810196745.0,Health Technology,Medical Specialties
TGH,40.42,5.0,49.68,2055549621.0,Finance,Finance/Rental/Leasing
TGNA,20.77,6.0,14.18,2793005468.0,Consumer Services,Broadcasting
TGS,0.75,5.0,12.81,2922760119.705048,Utilities,Gas Distributors
TGT,176.44,8.0,147.4,68048947121.00001,Retail Trade,Specialty Stores
TGTX,419.27,9.0,14.64,2216643622.9999995,Health Technology,Pharmaceuticals: Major
THC,76.09,9.0,89.02,9040158873.0,Health Services,Hospital/Nursing Management
THO,83.1,4.0,116.5,6212168825.0,Consumer Durables,Recreational Products
THRM,97.05,4.0,48.42,1587996552.0000002,Producer Manufacturing,Auto Parts: OEM
THS,42.96,5.0,43.1,2383429882.9999995,Consumer Non-Durables,Food: Specialty/Candy
TIGO,16.49,4.0,16.485,2766733108.4418,Communications,Wireless Telecommunications
TIMB,16.63,7.0,18.41,8918578810.6346,Communications,Wireless Telecommunications
TIXT,29.19,7.0,9.17,2813634142.063968,Technology Services,Information Technology Services
TKC,2.33,9.0,5.47,4842307584.99702,Communications,Wireless Telecommunications
TKR,83.38,8.0,80.68,5692086296.0,Producer Manufacturing,Industrial Machinery
TLK,26.24,7.0,25.33,25233128360.25472,Communications,Wireless Telecommunications
TLRY,3.18,6.0,1.89,1403750424.0000002,Process Industries,Agricultural Commodities/Milling
TME,6.82,10.0,9.49,16253876786.947798,Technology Services,Internet Software/Services
TMHC,38.06,8.0,53.61,5760316281.0,Consumer Durables,Homebuilding
TMO,575.96,10.0,550.89,212848649969.0,Health Technology,Medical Specialties
TMUS,144.09,9.0,160.93,191002606371.0,Communications,Wireless Telecommunications
TNC,87.14,8.0,97.63,1823749792.9999995,Producer Manufacturing,Industrial Machinery
TNET,114.21,10.0,112.04,5658947929.000001,Commercial Services,Miscellaneous Commercial Services
TNL,54.35,7.0,40.37,2923598021.0,Consumer Services,Hotels/Resorts/Cruise lines
TOL,72.72,8.0,100.27,10457042526.999998,Consumer Durables,Homebuilding
TPH,28.06,10.0,35.16,3412353739.0,Consumer Durables,Homebuilding
TPL,1961.68,6.0,1481.82,11372771233.0,Miscellaneous,Investment Trusts/Mutual Funds
TPR,51.01,5.0,42.99,9852724435.0,Retail Trade,Apparel/Footwear Retail
TPX,42.71,8.0,51.88,8937592036.0,Consumer Durables,Home Furnishings
TR,48.18,4.0,32.85,4309035914.0,Consumer Non-Durables,Food: Specialty/Candy
TREX,74.03,8.0,90.4,9817022761.0,Non-Energy Minerals,Forest Products
TRGP,68.52,9.0,87.9,19599555685.0,Utilities,Gas Distributors
TRI,130.48,10.0,155.93,70995539302.81934,Technology Services,Internet Software/Services
TRIP,33.15,8.0,22.55,3111627632.0,Consumer Services,Other Consumer Services
TRMB,62.65,9.0,52.08,12955815130.0,Technology Services,Packaged Software
TRMD,16.18,8.0,33.63,3034403601.157254,Transportation,Marine Shipping
TRN,50.5,8.0,26.0,2128658752.0,Producer Manufacturing,Trucks/Construction/Farm Machinery
TRNO,71.89,5.0,63.47,5585090871.0,Finance,Real Estate Investment Trusts
TROW,116.32,4.0,108.91,24338153550.0,Finance,Investment Managers
TROX,13.72,8.0,13.49,2115147609.9999995,Process Industries,Chemicals: Specialty
TRP,49.13,8.0,37.46,38846019882.58918,Industrial Services,Oil & Gas Pipelines
TRS,33.76,5.0,24.4,1010511858.9999998,Producer Manufacturing,Miscellaneous Manufacturing
TRU,91.77,9.0,69.21,13405976611.0,Commercial Services,Financial Publishing/Services
TRUP,91.44,1.0,29.68,1233060993.0,Finance,Multi-Line Insurance
TS,55.35,8.0,31.85,18760237362.408817,Non-Energy Minerals,Steel
TSCO,244.85,9.0,231.83,25064116206.0,Retail Trade,Specialty Stores
TSEM,32.8,9.0,29.46,3244223512.0,Electronic Technology,Semiconductors
TSLA,382.67,7.0,189.56,603708884588.0,Consumer Durables,Motor Vehicles
TSM,121.2,10.0,133.73,533203145420.8594,Electronic Technology,Semiconductors
TT,217.38,8.0,269.94,61426734861.99999,Producer Manufacturing,Industrial Machinery
TTD,94.37,10.0,70.17,34404149340.0,Technology Services,Packaged Software
TTE,66.01,8.0,64.19,149687883968.74286,Energy Minerals,Integrated Oil
TTEK,199.83,6.0,174.03,9304754232.999998,Industrial Services,Engineering & Construction
TTMI,15.06,7.0,15.22,1556163162.9999998,Electronic Technology,Electronic Components
TTWO,142.63,9.0,169.6,28843470569.000004,Technology Services,Packaged Software
TU,23.15,8.0,17.06,24822299010.28223,Communications,Wireless Telecommunications
TUYA,2.59,6.0,1.72,1029751770.8262398,Technology Services,Packaged Software
TV,8.66,3.0,3.03,1686656555.301,Communications,Major Telecommunications
TW,95.1,9.0,101.03,23715726928.0,Finance,Investment Banks/Brokers
TWKS,0.0,4.0,4.44,1413809402.9999998,Commercial Services,Miscellaneous Commercial Services
TWST,51.47,10.0,36.51,2110935947.9999995,Health Technology,Biotechnology
TX,43.35,7.0,37.73,7406688586.0,Non-Energy Minerals,Steel
TXG,61.76,6.0,48.47,5729570837.0,Health Technology,Biotechnology
TXN,159.7,7.0,160.21,145676981903.99997,Electronic Technology,Semiconductors
TXRH,125.14,10.0,135.49,9048446221.0,Consumer Services,Restaurants
TXT,84.11,10.0,87.59,17168116419.000002,Electronic Technology,Aerospace & Defense
TYL,428.36,4.0,435.15,18330339920.0,Technology Services,Data Processing Services
U,71.69,4.0,33.41,12696436168.000002,Technology Services,Packaged Software
UAA,10.52,7.0,7.71,3324431685.0,Consumer Non-Durables,Apparel/Footwear
UAL,66.71,8.0,41.62,13652063308.0,Transportation,Airlines
UBER,53.52,9.0,71.61,147363223684.99997,Transportation,Other Transportation
UCTT,28.43,8.0,42.07,1886030741.9999995,Producer Manufacturing,Industrial Machinery
UDMY,0.0,10.0,14.27,2188011140.0,Technology Services,Packaged Software
UDR,49.28,3.0,35.49,11673659925.0,Finance,Real Estate Investment Trusts
UE,18.13,7.0,17.57,2066978453.0000005,Finance,Real Estate Investment Trusts
UEC,0.0,10.0,7.6,2986645727.0,Non-Energy Minerals,Other Metals/Minerals
UFPI,72.11,8.0,117.44,7259264630.999999,Non-Energy Minerals,Forest Products
UGI,34.97,7.0,23.42,4907694679.000001,Distribution Services,Wholesale Distributors
UGIC,0.0,,56.4901,4907694679.0,Distribution Services,Wholesale Distributors
UGP,3.57,6.0,5.79,6345558992.5204,Retail Trade,Specialty Stores
UHAL,61.17,6.0,62.19,11913495548.000002,Finance,Finance/Rental/Leasing
UHAL.B,60.01,,60.6,11913495548.000002,Finance,Finance/Rental/Leasing
UHS,174.52,9.0,161.96,10064244762.0,Health Services,Hospital/Nursing Management
UI,324.94,5.0,127.13,7684763525.0,Electronic Technology,Telecommunications Equipment
UL,57.14,7.0,50.68,126859124846.38402,Consumer Non-Durables,Household/Personal Care
ULCC,15.97,4.0,7.32,1618186473.0,Transportation,Airlines
ULTA,587.46,10.0,519.12,25209253849.000004,Retail Trade,Specialty Stores
UMC,7.73,6.0,8.05,19182842781.608284,Electronic Technology,Semiconductors
UNF,224.95,5.0,171.25,3079634075.0,Consumer Services,Other Consumer Services
UNH,599.51,6.0,520.09,481044420459.0,Health Services,Managed Health Care
UNIT,10.61,6.0,4.86,1159946457.0,Finance,Real Estate Investment Trusts
UNP,244.02,9.0,248.82,151680047733.0,Transportation,Railroads
UPS,174.64,9.0,147.92,126016836120.0,Transportation,Air Freight/Couriers
UPWK,21.49,7.0,14.04,1910977333.9999995,Commercial Services,Personnel Services
URI,520.74,5.0,647.0,43472982993.99999,Finance,Finance/Rental/Leasing
USAC,22.85,8.0,24.5,2408331383.0000005,Industrial Services,Oilfield Services/Equipment
USFD,40.25,6.0,47.01,11557480822.999998,Distribution Services,Food Distributors
USLM,199.98,5.0,254.15,1448648373.0,Non-Energy Minerals,Construction Materials
USM,29.15,7.0,41.7,3544500065.0000005,Communications,Wireless Telecommunications
UTHR,267.71,9.0,211.74,9950425705.0,Health Technology,Pharmaceuticals: Major
UTZ,17.38,9.0,18.18,2554115711.9999995,Consumer Non-Durables,Food: Specialty/Candy
UVV,65.09,7.0,53.58,1316634259.0,Consumer Non-Durables,Tobacco
V,275.57,9.0,275.78,553360209403.9999,Commercial Services,Miscellaneous Commercial Services
VAC,180.91,5.0,84.51,3001559010.0,Consumer Services,Other Consumer Services
VAL,76.96,7.0,64.87,4728709521.0,Industrial Services,Contract Drilling
VALE,15.02,8.0,13.27,56892133826.73811,Non-Energy Minerals,Steel
VC,152.53,4.0,119.81,3332060164.0,Producer Manufacturing,Auto Parts: OEM
VCEL,42.54,8.0,45.85,2188170294.0,Health Technology,Pharmaceuticals: Major
VCTR,31.85,8.0,34.9,2303031322.0,Finance,Investment Managers
VCYT,33.56,5.0,25.0,1825991821.0,Health Technology,Medical Specialties
VERX,23.23,3.0,25.86,3956228037.000001,Technology Services,Packaged Software
VET,10.73,9.0,10.45,1710664963.5292025,Energy Minerals,Oil & Gas Production
VFC,40.34,7.0,15.35,5968325426.0,Consumer Non-Durables,Apparel/Footwear
VFS,0.0,4.0,5.31,12413657195.0,Consumer Durables,Motor Vehicles
VGR,12.25,6.0,9.91,1545296144.0,Consumer Non-Durables,Tobacco
VICI,39.74,8.0,29.67,30694567619.0,Finance,Real Estate Investment Trusts
VICR,75.36,2.0,42.47,1887803436.0000005,Electronic Technology,Electronic Components
VIPS,16.65,7.0,16.47,8923807753.0,Retail Trade,Internet Retail
VIR,2.39,6.0,9.23,1241631408.0,Health Technology,Biotechnology
VIRT,22.16,5.0,16.61,2643923264.0,Finance,Investment Banks/Brokers
VIST,15.71,10.0,31.43,2910943618.60322,Energy Minerals,Oil & Gas Production
VIV,8.94,8.0,10.68,17608100063.9409,Communications,Specialty Telecommunications
VKTX,,8.0,28.89,2903107927.0,Health Technology,Pharmaceuticals: Major
VLO,133.65,8.0,141.8,48276228200.0,Energy Minerals,Oil Refining/Marketing
VMC,228.63,9.0,238.44,31682333302.0,Non-Energy Minerals,Construction Materials
VMI,304.78,4.0,235.75,4924961246.0,Producer Manufacturing,Metal Fabrication
VNO,30.61,2.0,26.41,5026397305.0,Finance,Real Estate Investment Trusts
VNOM,35.61,9.0,31.72,5641535668.0,Energy Minerals,Integrated Oil
VNT,30.15,10.0,36.48,5629873787.0,Transportation,Other Transportation
VOD,16.14,6.0,8.16,21693383034.717804,Communications,Wireless Telecommunications
VRE,17.88,7.0,15.15,1397156100.0,Finance,Real Estate Investment Trusts
VRNA,0.0,6.0,16.28,1301423365.0,Health Technology,Pharmaceuticals: Major
VRNS,41.38,5.0,50.69,5530467499.0,Technology Services,Information Technology Services
VRNT,48.9,1.0,30.68,1933314595.9999995,Technology Services,Information Technology Services
VRRM,20.62,9.0,22.4,3725425230.0,Transportation,Other Transportation
VRSK,250.13,10.0,249.26,36139348403.0,Technology Services,Data Processing Services
VRSN,239.69,4.0,201.02,20524142129.0,Technology Services,Internet Software/Services
VRT,26.79,10.0,61.67,23523496471.0,Electronic Technology,Electronic Production Equipment
VRTS,223.63,7.0,231.69,1664690113.0000002,Finance,Investment Managers
VRTX,349.69,9.0,423.06,109015452703.0,Health Technology,Pharmaceuticals: Major
VSAT,41.88,1.0,19.67,2449058026.0,Electronic Technology,Telecommunications Equipment
VSCO,0.0,6.0,27.93,2162758014.0,Retail Trade,Apparel/Footwear Retail
VSH,23.59,3.0,21.85,3022641886.0,Electronic Technology,Electronic Production Equipment
VST,33.03,10.0,42.9,15338995831.0,Utilities,Electric Utilities
VSTO,28.5,4.0,30.02,1745571001.0,Consumer Durables,Recreational Products
VTEX,0.0,8.0,7.75,1464692048.0000002,Technology Services,Information Technology Services
VTMX,18.45,4.0,37.17,3138680884.588412,Finance,Real Estate Development
VTR,55.23,8.0,45.52,18839851352.0,Finance,Real Estate Investment Trusts
VTRS,9.77,7.0,11.56,13868197500.000002,Health Technology,Pharmaceuticals: Major
VVV,54.84,8.0,39.36,5102991407.0,Consumer Services,Other Consumer Services
VZ,43.99,6.0,39.91,167785692718.0,Communications,Wireless Telecommunications
VZIO,7.94,7.0,7.38,1455455050.9999998,Technology Services,Internet Software/Services
W,59.71,3.0,51.59,6084920508.0,Retail Trade,Specialty Stores
WAB,118.63,4.0,136.73,24496429701.000004,Producer Manufacturing,Trucks/Construction/Farm Machinery
WAT,348.17,8.0,326.69,19316191938.0,Health Technology,Medical Specialties
WB,19.12,4.0,8.94,2083607629.41716,Technology Services,Internet Software/Services
WBA,43.25,4.0,22.54,19437944295.0,Health Technology,Pharmaceuticals: Major
WBD,13.71,4.0,9.83,23971100388.0,Consumer Services,Cable/Satellite TV
WCC,152.78,8.0,190.87,9748869358.0,Distribution Services,Wholesale Distributors
WCN,172.94,8.0,155.98,40187208573.01157,Transportation,Trucking
WD,82.56,7.0,94.95,3176094856.0000005,Finance,Finance/Rental/Leasing
WDAY,257.67,8.0,298.65,78544948395.00002,Technology Services,Information Technology Services
WDC,35.22,6.0,57.12,18520769185.0,Electronic Technology,Computer Peripherals
WDS,24.72,7.0,21.18,39793178239.01526,Energy Minerals,Oil & Gas Production
WEC,101.13,4.0,77.4,24414633861.000004,Utilities,Electric Utilities
WELL,88.26,9.0,86.98,48140745586.0,Finance,Real Estate Investment Trusts
WEN,25.67,1.0,19.08,3935429616.0,Consumer Services,Restaurants
WES,28.28,8.0,27.97,10615073110.0,Industrial Services,Oil & Gas Pipelines
WEX,215.08,6.0,207.03,8847911245.0,Commercial Services,Miscellaneous Commercial Services
WFG,69.41,10.0,77.36,6376907743.659705,Non-Energy Minerals,Forest Products
WFRD,46.02,4.0,98.45,7119552228.0,Industrial Services,Oilfield Services/Equipment
WGO,51.2,9.0,66.97,1958061545.0000005,Consumer Durables,Recreational Products
WH,79.02,9.0,78.8,6537398480.0,Consumer Services,Hotels/Resorts/Cruise lines
WHD,75.24,4.0,43.38,3414698692.0,Industrial Services,Oilfield Services/Equipment
