Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
XMLV,Invesco S&P MidCap Low Volatility ETF,51.005,-0.32284416,-0.1652,Neutral,32338,1649399.69,,,,Miscellaneous,Investment Trusts/Mutual Funds
XMHQ,Invesco S&P MidCap Quality ETF,81.65,-1.35314728,-1.12,Sell,114721,9366969.65,,,,Miscellaneous,Investment Trusts/Mutual Funds
XME,SPDR S&P Metals & Mining ETF,53.33,-1.05751391,-0.57,Buy,3751546,200069948.18,,,,Miscellaneous,Investment Trusts/Mutual Funds
XMAR,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - March,31.8433,-0.42745466,-0.1367,Buy,13143,418516.4919,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLY,SPDR Select Sector Fund - Consumer Discretionary,171.79,-1.71072205,-2.99,Buy,5990802,1029159875.58,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLV,SPDR Select Sector Fund - Health Care,132.19,-0.78805164,-1.05,Sell,9612005,1270610940.95,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLU,SPDR Select Sector Fund - Utilities,64.94,-0.42931616,-0.28,Buy,17400989,1130020225.6599998,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLSR,SPDR SSGA U.S. Sector Rotation ETF,43.06,-1.12514351,-0.49,Sell,29125,1254122.5,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLRE,Real Estate Select Sector SPDR Fund (The),36.79,-0.37909559,-0.14,Neutral,4755333,174948701.07,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLP,SPDR Select Sector Fund - Consumer Staples,72.05,-0.82587749,-0.6,Sell,10891654,784743670.6999999,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLO,"Xilio Therapeutics, Inc.",2.36,-7.08661417,-0.18,Sell,26342,62167.12,64993498.99999999,,-3.0718,Health Technology,Pharmaceuticals: Major
XLK,SPDR Select Sector Fund - Technology,168.9,-1.92207189,-3.31,Sell,6558409,1107715280.1000001,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLI,SPDR Select Sector Fund - Industrial,105,-0.57759682,-0.61,Sell,11446141,1201844805,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLG,Invesco S&P 500 Top 50 ETF,35.37,-1.42140468,-0.51,Buy,306273,10832876.01,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLF,SPDR Select Sector Fund - Financial,34.83,-0.51413882,-0.18,Buy,51800186,1804200478.38,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLE,SPDR Select Sector Fund - Energy Select Sector,92.01,-1.44601542,-1.35,Buy,24804545,2282434195.71,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLC,The Communication Services Select Sector SPDR Fund,67.51,-1.33002046,-0.91,Buy,7610987,513817732.37000006,,,,Miscellaneous,Investment Trusts/Mutual Funds
XLB,Materials Select Sector SPDR,81.71,-1.11339707,-0.92,Sell,6987779,570971422.0899999,,,,Miscellaneous,Investment Trusts/Mutual Funds
XJUN,FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - June,33.68,-0.51691035,-0.175,Buy,17391,585728.88,,,,Miscellaneous,Investment Trusts/Mutual Funds
XJUL,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - July,30.75,-0.47577435,-0.147,Buy,11379,349904.25,,,,Miscellaneous,Investment Trusts/Mutual Funds
XJR,iShares ESG Screened S&P Small-Cap ETF,34.2101,-0.84028986,-0.2899,Sell,3010,102972.401,,,,Miscellaneous,Investment Trusts/Mutual Funds
XJH,iShares ESG Screened S&P Mid-Cap ETF,34.81,-1.22020431,-0.43,Sell,20330,707687.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
XITK,SPDR FactSet Innovative Technology ETF,126.9587,-1.92467837,-2.4915,Sell,1323,167966.3601,,,,Miscellaneous,Investment Trusts/Mutual Funds
XIN,Xinyuan Real Estate Co Ltd,2.75,-5.48529007,-0.1596,Sell,61152,168168,14854023,,-49.6473,Finance,Real Estate Development
XHYT,"BondBloxx USD High Yield Bond Telecom, Media & Technology Sector ETF",33.9965,-0.15272332,-0.052,Buy,4,135.986,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYI,BondBloxx USD High Yield Bond Industrial Sector ETF,36.57,-0.35422343,-0.13,Strong Sell,200,7314,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYH,BondBloxx USD High Yield Bond Healthcare Sector ETF,32.6828,-0.39618685,-0.13,Strong Sell,4,130.7312,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYF,BondBloxx USD High Yield Bond Financial & REIT Sector ETF,35.52,-0.11754186,-0.0418,Buy,100,3552,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYE,BondBloxx USD High Yield Bond Energy Sector ETF,37.8748,-0.30323769,-0.1152,Buy,1013,38367.1724,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYD,BondBloxx USD High Yield Bond Consumer Non-Cyclicals Sector ETF,36.25,-0.17651546,-0.0641,Strong Sell,39461,1430461.25,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHYC,BondBloxx USD High Yield Bond Consumer Cyclicals Sector ETF,35.9417,0.15800474,0.0567,Buy,1,35.9417,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHS,SPDR S&P Health Care Services ETF,84.8649,-0.13603121,-0.1156,Sell,3399,288455.7951,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHR,"Xenia Hotels & Resorts, Inc.",12.33,3.0075188,0.36,Buy,2926185,36079861.05,1319463327,25.96336071,0.4759,Finance,Real Estate Investment Trusts
XHLF,BondBloxx Bloomberg Six Month Target Duration US Treasury ETF,50.18,0.03987241,0.02,Buy,50633,2540763.94,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHE,SPDR S&P Health Care Equipment,81.9,-0.88345637,-0.73,Sell,47151,3861666.9,,,,Miscellaneous,Investment Trusts/Mutual Funds
XHB,SPDR Series Trust SPDR Homebuilders ETF,78.9,-2.18199851,-1.76,Sell,6838738,539576428.2,,,,Miscellaneous,Investment Trusts/Mutual Funds
XGN,Exagen Inc.,2.43,2.53164557,0.06,Sell,15862,38544.66,40966795,,-2.0314,Health Services,Medical/Nursing Services
XFOR,"X4 Pharmaceuticals, Inc.",1.11,-8.26446281,-0.1,Sell,3109005,3450995.55,182511636.99999997,,-1.0464,Health Technology,Biotechnology
XFLT/PA,"XAI Octagon Floating Rate & Alternative Income Term Trust 6.50% Series 2026 Term Preferred Shares, (Liquidation Preference $25.00)",24.77,-0.04035513,-0.01,Sell,585,14490.45,,,-0.4216,Miscellaneous,Investment Trusts/Mutual Funds
XFLT,XAI Octagon Floating Rate & Alternative Income Term Trust,6.96,-0.57142857,-0.04,Buy,207168,1441889.28,298406000,,-0.4216,Miscellaneous,Investment Trusts/Mutual Funds
XFIX,F/m Opportunistic Income ETF,50.0459,-0.14784517,-0.0741,,1,50.0459,,,,Miscellaneous,Investment Trusts/Mutual Funds
XFIV,BondBloxx Bloomberg Five Year Target Duration US Treasury ETF,47.7393,-0.17502039,-0.0837,Strong Sell,316,15085.6188,,,,Miscellaneous,Investment Trusts/Mutual Funds
XFINU,ExcelFin Acquisition Corp,10.5801,-0.37570621,-0.0399,Buy,650,6877.065,111289649,,,Finance,Financial Conglomerates
XFIN,ExcelFin Acquisition Corp,10.56,0,0,Buy,12049,127237.44,111289649.00000001,,-0.0814,Finance,Financial Conglomerates
XES,SPDR Series Trust SPDR S&P Oil & Gas Equipment & Services ETF,98.5,-0.77566234,-0.77,Buy,206091,20299963.5,,,,Miscellaneous,Investment Trusts/Mutual Funds
XERS,"Xeris Biopharma Holdings, Inc.",2,-3.84615385,-0.08,Sell,1256318,2512636,276131989,,-0.5229,Health Technology,Biotechnology
XENE,Xenon Pharmaceuticals Inc.,36.86,0.49073064,0.18,Sell,341843,12600332.98,2364404020,,-2.4925,Health Technology,Pharmaceuticals: Major
XEMD,BondBloxx JP Morgan USD Emerging Markets 1-10 Year Bond ETF,39.44,-0.13925813,-0.055,Sell,59685,2353976.4,,,,Miscellaneous,Investment Trusts/Mutual Funds
XELB,"Xcel Brands, Inc",1.24,-1.58730159,-0.02,Sell,58998,73157.52,24437864,,-0.9738,Consumer Non-Durables,Apparel/Footwear
XELAP,"Exela Technologies, Inc. - 6.00% Series B Cumulative Convertible Perpetual Preferred Stock",3,-5.66037736,-0.18,Sell,1081,3243,23636484,,-573.19,Technology Services,Information Technology Services
XELA,"Exela Technologies, Inc.",3.71,-2.36842105,-0.09,Strong Sell,122682,455150.22,23636484,,-573.19,Technology Services,Information Technology Services
XEL,Xcel Energy Inc.,57.97,-1.20995228,-0.71,Sell,9226008,534831683.76,31972355690.999996,18.37400951,3.156,Utilities,Electric Utilities
XDSQ,Innovator ETFs Trust Innovator U.S. Equity Accelerated ETF - Quarterly,28.83,-1.70473917,-0.5,Sell,4110,118491.3,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDQQ,Innovator Growth Accelerated ETF - Quarterly,25.372,-2.29851861,-0.5969,Neutral,3780,95906.16,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDOC,Innovator U.S. Equity Accelerated ETF - October,24.995,0.03882283,0.0097,Buy,2343,58563.285,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDNA,Kelly CRISPR & Gene Editing Technology ETF,8.11,-0.12315271,-0.01,Sell,5496,44572.56,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDJL,Innovator U.S. Equity Accelerated ETF - July,28.125,-0.9794671,-0.2782,Buy,334,9393.75,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDJA,Innovator ETFs Trust Innovator U.S. Equity Accelerated ETF - January,23.5371,-0.64542001,-0.1529,Buy,76,1788.8196,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDEC,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - December,33.22,-0.02979245,-0.0099,Buy,224423,7455332.06,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDAT,Franklin Exponential Data ETF,18.5872,-1.65814842,-0.3134,Neutral,231,4293.6432,,,,Miscellaneous,Investment Trusts/Mutual Funds
XDAP,Innovator U.S. Equity Accelerated ETF - April,29.003,-0.70934126,-0.2072,Buy,3081,89358.243,,,,Miscellaneous,Investment Trusts/Mutual Funds
XCUR,"Exicure, Inc.",0.93,8.48011198,0.0727,Buy,83397,77559.21,8042925,0.7262788,1.2805,Health Technology,Biotechnology
XCOR,FundX Investment Trust FundX ETF,51.2016,-1.56907828,-0.8162,Sell,3,153.6048,,,,Miscellaneous,Investment Trusts/Mutual Funds
XCLR,Global X Funds Global X S&P 500 Collar 95-110 ETF,25.7399,-1.15321695,-0.3003,Sell,3,77.2197,,,,Miscellaneous,Investment Trusts/Mutual Funds
XCEM,Columbia EM Core ex-China ETF,28.28,-0.52761168,-0.15,Buy,119722,3385738.16,,,,Miscellaneous,Investment Trusts/Mutual Funds
XCCC,BondBloxx CCC-Rated USD High Yield Corporate Bond ETF,37.96,-0.05265929,-0.02,Buy,3262,123825.52,,,,Miscellaneous,Investment Trusts/Mutual Funds
XC,WisdomTree Trust WisdomTree Emerging Markets Ex-China Fund,27.4357,-0.30777169,-0.0847,Buy,133,3648.9481,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBTF,Vaneck Bitcoin Strategy ETF,25.71,-0.92485549,-0.24,Neutral,3672,94407.12,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBOC,Innovator U.S. Equity Accelerated 9 Buffer ETF - October,26.105,0.03832152,0.01,Buy,905,23625.025,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBJL,Innovator U.S. Equity Accelerated 9 Buffer ETF - July,29.06,-0.88676671,-0.26,Buy,27362,795139.72,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBJA,Innovator ETFs Trust Innovator U.S. Equity Accelerated 9 Buffer ETF - January,24.9939,-0.36316524,-0.0911,Buy,6871,171733.0869,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBIT,XBiotech Inc.,4.55,-4.00843882,-0.19,Strong Sell,44420,202111,138482508,,-0.9336,Health Technology,Biotechnology
XBIO,"Xenetic Biosciences, Inc.",5.23,4.55817673,0.228,Strong Buy,36051,188546.73,8015498,,-2.7932,Health Technology,Pharmaceuticals: Major
XBIL,US Treasury 6 Month Bill ETF,50.05,0.01998401,0.01,Buy,93913,4700345.65,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBI,SPDR Series Trust SPDR S&P Biotech ETF,77.11,-1.40646976,-1.1,Strong Sell,8027904,619031677.4399999,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBB,BondBloxx BB-Rated USD High Yield Corporate Bond ETF,38.635,-0.29831796,-0.1156,Strong Sell,2,77.27,,,,Miscellaneous,Investment Trusts/Mutual Funds
XBAP,Innovator U.S. Equity Accelerated 9 Buffer ETF - April,29.3598,-0.31982074,-0.0942,Buy,3923,115178.4954,,,,Miscellaneous,Investment Trusts/Mutual Funds
XB,BondBloxx B-Rated USD High Yield Corporate Bond ETF,38.5449,-0.02878929,-0.0111,Buy,361,13914.7089,,,,Miscellaneous,Investment Trusts/Mutual Funds
XAUG,First Trust Exchange-Traded Fund VIII FT Cboe Vest U.S. Equity Enhance & Moderate Buffer ETF - August,30.1178,-0.31509615,-0.0952,Sell,2847,85745.3766,,,,Miscellaneous,Investment Trusts/Mutual Funds
XAR,SPDR S&P Aerospace & Defense ETF,116.56,-0.29084688,-0.34,Sell,107148,12489170.88,,,,Miscellaneous,Investment Trusts/Mutual Funds
XAIR,"Beyond Air, Inc.",3.02,-3.82165605,-0.12,Sell,452125,1365417.5,95768176.99999999,,-1.9315,Health Technology,Medical Specialties
X,United States Steel Corporation,30.68,-0.51880674,-0.16,Buy,8540902,262034873.36,6840529173,5.89784502,5.8052,Non-Energy Minerals,Steel
WYY,WidePoint Corporation,1.78,-2.73224044,-0.05,Strong Sell,65163,115990.14,15829931,,-1.2857,Technology Services,Data Processing Services
WYNN,"Wynn Resorts, Limited",97.04,-0.68570259,-0.67,Neutral,3658668,355037433.84000003,11056381830,,0.0619,Consumer Services,Casinos/Gaming
WY,Weyerhaeuser Company,32.55,-0.4587156,-0.15,Buy,4783675,155708621.25,23785846382,34.14813261,0.954,Finance,Real Estate Investment Trusts
WWW,"Wolverine World Wide, Inc.",8.43,1.20048019,0.1,Sell,1782793,15028944.99,670308896,,-3.5381,Consumer Non-Durables,Apparel/Footwear
WWR,"Westwater Resources, Inc.",0.7001,-2.2889044,-0.0164,Strong Sell,109916,76952.1916,37373195.00000001,,-0.2272,Non-Energy Minerals,Other Metals/Minerals
WWJD,Inspire International ETF,27.347,-0.02010785,-0.0055,Neutral,25156,687941.132,,,,Miscellaneous,Investment Trusts/Mutual Funds
WWD,"Woodward, Inc.",129.02,-0.23198268,-0.3,Buy,823268,106218037.36000001,7795079337.999999,38.83804937,3.4004,Producer Manufacturing,Industrial Machinery
WWACU,Worldwide Webb Acquisition Corp.,10.55,-0.09469697,-0.01,Buy,100,1055,111380101,,,Finance,Financial Conglomerates
WWAC,Worldwide Webb Acquisition Corp.,10.64,0.09407338,0.01,Buy,474,5043.36,111380101,112.35480465,0.0947,Finance,Financial Conglomerates
WW,"WW International, Inc.",11.37,-1.64359862,-0.19,Strong Buy,3148139,35794340.43,897844144,,-4.4178,Consumer Services,Other Consumer Services
WVVIP,"Willamette Valley Vineyards, Inc. - Series A Redeemable Preferred Stock",4.485,-2.39390642,-0.11,Sell,3210,14396.85,29439656,,-0.6844,Consumer Non-Durables,Beverages: Alcoholic
WVVI,"Willamette Valley Vineyards, Inc.",5.93,0.67911715,0.04,Buy,2638,15643.34,29439656,,-0.6844,Consumer Non-Durables,Beverages: Alcoholic
WVE,Wave Life Sciences Ltd.,5.4,3.64683301,0.19,Buy,984093,5314102.2,534509619,,-1.349,Health Technology,Biotechnology
WULF,TeraWulf Inc.,1.68,-2.89017341,-0.05,Sell,15980951,26847997.68,371503267,,-0.7518,Technology Services,Data Processing Services
WUGI,AXS Esoterica NextG Economy ETF,45.8763,-2.29460085,-1.0774,Sell,2565,117672.7095,,,,Miscellaneous,Investment Trusts/Mutual Funds
WUCT,UBS AG ETRACS Whitney U.S. Critical Technologies Index ETN,27.6677,0.25146476,0.0694,Buy,1,27.6677,,,,,
WU,Western Union Company (The),12.63,-0.70754717,-0.09,Buy,7110292,89802987.96000001,4730374826,6.4056398,1.9773,Finance,Finance/Rental/Leasing
WTW,Willis Towers Watson Public Limited Company,205.07,-0.07796131,-0.16,Neutral,1057335,216827688.45,21496032638,20.7891082,9.9474,Finance,Insurance Brokers/Services
WTV,WisdomTree U.S. Value Fund,63.15,-1.3897564,-0.89,Sell,6643,419505.45,,,,Miscellaneous,Investment Trusts/Mutual Funds
WTTR,"Select Water Solutions, Inc.",8.25,0.12135922,0.01,Buy,3226044,26614863,990005611,13.64312882,0.6128,Utilities,Water Utilities
WTS,"Watts Water Technologies, Inc.",178.28,-1.67659387,-3.04,Sell,430351,76722976.28,5943827965.000001,22.31205336,8.0142,Producer Manufacturing,Industrial Machinery
WTRG,"Essential Utilities, Inc.",37.7,-1.20545073,-0.46,Sell,3181207,119931503.9,9971867649,21.35493373,1.769,Utilities,Water Utilities
WTRE,WisdomTree New Economy Real Estate Fund,16.8286,-0.66289276,-0.1123,Neutral,1200,20194.32,,,,Miscellaneous,Investment Trusts/Mutual Funds
WTO,UTime Limited,0.3892,5.18918919,0.0192,Sell,1624023,632069.7516,5280585,,-1.127,Electronic Technology,Telecommunications Equipment
WTMF,WisdomTree Managed Futures Strategy Fund,35.52,0.02618929,0.0093,Buy,28131,999213.12,,,,Miscellaneous,Investment Trusts/Mutual Funds
WTMAU,Welsbach Technology Metals Acquisition Corp.,10.83,0.83798883,0.09,Buy,233,2523.39,63572256,,,Finance,Financial Conglomerates
WTMA,Welsbach Technology Metals Acquisition Corp.,10.75,0,0,Buy,2501,26885.75,63572256,,-0.1805,Finance,Financial Conglomerates
WTM,"White Mountains Insurance Group, Ltd.",1574.02,0.44350284,6.95,Buy,14886,23430861.72,4030202683.000001,17.23129268,91.3466,Finance,Multi-Line Insurance
WTIU,Bank Of Montreal MicroSectors Energy 3X Leveraged ETNs,22.2574,-4.02569962,-0.9336,Buy,446,9926.8004,,,,Miscellaneous,Investment Trusts/Mutual Funds
WTID,Bank Of Montreal MicroSectors Energy 3X Inverse Leveraged ETNs,19.2573,3.97548728,0.7363,Sell,158,3042.6534,,,,Miscellaneous,Investment Trusts/Mutual Funds
WTI,"W&T Offshore, Inc.",4.16,-0.95238095,-0.04,Buy,4521907,18811133.12,609359426,4.87862085,0.8702,Energy Minerals,Oil & Gas Production
WTFCP,"Wintrust Financial Corporation - Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Prefer",23.57,-0.04240882,-0.01,Buy,17029,401373.53,4738422465,2.4507918,9.7631,Finance,Regional Banks
WTFCM,"Wintrust Financial Corporation - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D",21.9,0.0685401,0.015,Sell,29254,640662.6,4738422465,2.27714639,9.7631,Finance,Regional Banks
WTFC,Wintrust Financial Corporation,77.41,-0.93422063,-0.73,Neutral,957075,74087175.75,4738422464.999999,8.04903663,9.7631,Finance,Regional Banks
WTER,The Alkaline Water Company Inc.,0.4001,-0.2244389,-0.0009,Sell,102117,40857.0117,4159361,,-3.0345,Consumer Non-Durables,Beverages: Non-Alcoholic
WTBA,West Bancorporation,17.48,-2.83490828,-0.51,Strong Sell,84433,1475888.84,292354633,8.5791411,2.0567,Finance,Regional Banks
WTAI,WisdomTree Trust WisdomTree Artificial Intelligence and Innovation Fund,17.93,-1.75342466,-0.32,Sell,92331,1655494.83,,,,Miscellaneous,Investment Trusts/Mutual Funds
WT,"WisdomTree, Inc.",7.21,0.83916084,0.06,Strong Buy,2246885,16200040.85,1083839603,11.19913016,0.753,Miscellaneous,Investment Trusts/Mutual Funds
WST,"West Pharmaceutical Services, Inc.",394.18,-0.93490827,-3.72,Neutral,648066,255454655.88,29114612668.999996,57.44389391,6.972,Health Technology,Medical Specialties
WSR,Whitestone REIT,9.98,-0.49850449,-0.05,Buy,733098,7316318.04,494216777,12.83601286,0.7898,Finance,Real Estate Investment Trusts
WSO,"Watsco, Inc.",352.66,-0.92707046,-3.3,Sell,638157,225052447.62,13833511740,24.18361609,14.6262,Producer Manufacturing,Building Products
WSM,"Williams-Sonoma, Inc.",143.99,-0.78550265,-1.14,Buy,1803217,259645215.83,9236231828,9.94735824,14.6418,Retail Trade,Specialty Stores
WSFS,WSFS Financial Corporation,38.18,-1.74987133,-0.68,Strong Sell,1119963,42760187.34,2331141101.0000005,8.19823495,4.6686,Finance,Savings Banks
WSC,WillScot Mobile Mini Holdings Corp.,42.34,-0.93589144,-0.4,Sell,2075255,87866296.7,8353881144.999999,26.75006318,1.6133,Finance,Finance/Rental/Leasing
WSBF,"Waterstone Financial, Inc.",12.09,-2.10526316,-0.26,Sell,146768,1774425.12,257488215.00000003,20.61029662,0.5888,Finance,Finance/Rental/Leasing
WSBCP,"WesBanco, Inc. - Depositary Shares, Each Representing a 1/40th Interest in a Share of 6.75% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",22.47,0.3994531,0.0894,Neutral,4290,96396.3,1475566937,7.32805009,3.0743,Finance,Regional Banks
WSBC,"WesBanco, Inc.",24.86,-1.34920635,-0.34,Sell,626606,15577425.16,1475566937,8.10749111,3.0743,Finance,Regional Banks
WRNT,Warrantee Inc.,0.7796,-6.07228916,-0.0504,Sell,132430,103242.428,17754600,,,Technology Services,Packaged Software
WRND,IQ Global Equity R&D Leaders ETF,25.0125,-0.9174421,-0.2316,Neutral,70202,1755927.525,,,,Miscellaneous,Investment Trusts/Mutual Funds
WRN,Western Copper and Gold Corporation,1.46,2.81690141,0.04,Buy,123537,180364.02,237191789.28643215,,-0.0199916,Non-Energy Minerals,Other Metals/Minerals
WRLD,World Acceptance Corporation,137.28,-0.30501089,-0.42,Buy,63725,8748168,856923761,21.18812798,6.5287,Finance,Finance/Rental/Leasing
WRK,Westrock Company,36.53,-0.78761543,-0.29,Buy,5720864,208983161.92,9361885746,,-5.5284,Process Industries,Containers/Packaging
WRBY,Warby Parker Inc.,12.52,-0.71371927,-0.09,Neutral,1767794,22132780.88,1462238207,,-0.6113,Retail Trade,Specialty Stores
WRB/PH,W.R. Berkley Corporation 4.125% Subordinated Debentures due 2061,17.04,0.41249263,0.07,Sell,7514,128038.56,16512393736.000002,3.74160116,4.5925,Finance,Property/Casualty Insurance
WRB/PG,W.R. Berkley Corporation 4.25% Subordinated Debentures due 2060,18.94,0.26469031,0.05,Sell,6619,125363.86,16512393736.000002,4.15879847,4.5925,Finance,Property/Casualty Insurance
WRB/PF,W.R. Berkley Corporation 5.10% Subordinated Debentures due 2059,19.65,-0.10167768,-0.02,Sell,33334,655013.1,16512393736.000002,4.31469852,4.5925,Finance,Property/Casualty Insurance
