,Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Sector,Industry
35,ADM,-3.32,44.14,0.6,8.8,4.6,30.8,46.7,,16.4,46.08,2.67,7.32,44.16,3.86,,0.08,0.15,1.63,54.71,24.74,21.97,1.5,0.39,Grey,0.23,2.21,9.36,7.88,14.27,11.63,9.73,0.54,0.52,10.68,0.45,2.27,11.85,17.96,-8.45,-3.06,7.54,7.35,,,4.15,WACC vs ROIC,4.1,1.71,10.59,10.59,0.65,0.45,6/9,,,,12.29,1.04,1.09,,330.63,8.71,8.51,0.55,,2.31,1,7.05,24.71,15.37,16.93,,6.94,Beneish M-Score,12.23,18.08,ROIC,,10,Archer-Daniels-Midland Company,79.35,-1.61190329,-1.3,Sell,10347027,821036592.4499999,42539663009.00001,10.59158013,7.5289,Process Industries,Agricultural Commodities/Milling
36,ADNT,18.87,43.75,-0.4,3.5,,6.9,37.7,,-5.5,42.22,,1.59,43.29,2.04,,0.24,0.36,1.18,23.94,64.47,45.15,2.99,1.17,Grey,,,10.26,6.16,13.95,8.42,5.36,0.33,0.34,9.75,0.23,,10.38,,,5.68,6.96,2.5,,,0.75,WACC vs ROIC,3.08,1.67,31.69,31.69,,0.24,5/9,,,,9.77,,,,,6.02,26.49,,1.48,,0.95,1.23,36.16,8.79,5.34,,4.96,Beneish M-Score,22.89,,ROIC,,5,Adient plc,38.34,-0.38971161,-0.15,Sell,1528775,58613233.50000001,3590797312.0,31.65717117,1.2187,Producer Manufacturing,Auto Parts: OEM
37,ADP,8.78,39.76,1.4,-14,10.8,13.1,12.9,16.2,8.4,14.65,3.61,17.69,27.79,2.53,,0.05,0.63,0.99,,3.3,65.17,0.64,0.95,Grey,0.58,2.04,22.06,19.75,28.47,20.92,17.71,5.35,6.02,4.53,0.07,2.04,26.81,14.99,9.64,8.02,42.13,14.58,,,19.84,WACC vs ROIC,21.48,28.79,29.92,29.92,2.27,5.96,5/9,1.47,1.65,,28.08,,1.34,,,24.24,41.87,2.4,2.82,,0.99,6.21,437.23,59.69,106.68,,5.47,Beneish M-Score,3.54,42.22,ROIC,,10,"Automatic Data Processing, Inc.",245.31,-1.20020943,-2.98,Sell,2898762,711095306.22,101064499899.00002,29.88888077,8.2463,Technology Services,Data Processing Services
38,ADSK,4.09,49.51,0.7,,,35.7,57.9,14.9,16,39.42,,7.02,45.99,3.99,,0.53,0.78,0.73,,87.37,38.8,2.3,2.21,Grey,,,45.97,40.43,21.38,30.87,28.26,8.5,9,2.18,0.13,,28.9,-15.94,16.18,11.55,90.45,46,,,16.77,WACC vs ROIC,19.42,37.83,52.81,52.81,,8.87,8/9,,,,21.09,,0.87,,,20.68,30.68,,2.52,,0.73,9.83,249.27,20.22,89.29,,9.26,Beneish M-Score,1.56,270.06,ROIC,,6,"Autodesk, Inc.",213.35,-1.53228412,-3.32,Neutral,1944419,414841793.65,45606470933.0,52.80156412,4.0594,Technology Services,Packaged Software
39,ADT,-22.05,47.95,-6.8,-4.3,,-7.5,,-13.7,-1.3,63.69,2.28,-7.78,51,0.28,,0.06,0.02,0.67,72.27,79.94,32.63,5.32,2.92,Grey,,2.3,54.09,8.22,14.82,,5.52,2.24,2.32,1.85,0.19,2.3,10.34,11.94,,4.2,68.71,2.36,,,-0.58,WACC vs ROIC,15.86,1.69,,,,0.89,5/9,,,,5.72,,,,,3.06,14,,0.51,,0.51,-0.21,8.12,1.83,-1.12,,1.11,Beneish M-Score,2.32,,ROIC,,2,ADT Inc.,6.1,3.7414966,0.22,Sell,6992229,42652596.9,5285531149.0,,-0.0526,Commercial Services,Miscellaneous Commercial Services
40,ADUS,5.31,35.56,-1.1,8.9,,16,16.2,125.9,8.9,36.34,,-2.74,34.29,5,,0.63,0.63,1.55,,11.25,44.28,1.44,0.2,Grey,,,18.03,15.36,15.07,12.69,10.82,1.23,1.43,5.55,0.72,,17.27,22.56,15,7.4,31.5,7.93,,,5.39,WACC vs ROIC,7.85,2.03,25.26,25.26,1.65,1.36,6/9,1.29,0.76,,14.42,10.48,0.93,,,13.23,15.82,1.39,0.97,98.38,1.55,5.72,101.55,9.73,8.51,,8,Beneish M-Score,6.55,41.81,ROIC,,10,Addus HomeCare Corporation,83.62,-1.3798797,-1.17,Sell,268214,22428054.68,1355869330.0,25.25444716,3.3654,Health Services,Medical/Nursing Services
41,ADX,8.28,47.67,-3.5,-1,64.6,,,,,41.14,69.83,16.78,45.15,,,,,,,,,,,,0.34,6.21,,,,,,,5.31,,,1.16,,3.8,,,,,,,96.77,,,0.86,5.5,5.5,1.45,5.35,,,,,,0.46,,,,,,,,0.86,,16.91,,,17.13,,,,6.37,,,,4,Adams Diversified Equity Fund Inc.,17.22,-0.69204152,-0.12,Sell,126075,2171011.5,2080949999.9999995,5.49282297,3.135,Miscellaneous,Investment Trusts/Mutual Funds
42,AEE,-13.62,52.95,-2.1,7,7.1,6.9,7.3,-57.5,8.6,67.54,4.04,-7.6,58.82,0.92,,,,0.62,50.54,65.17,25.82,4.85,1.5,Grey,0.57,3.07,20.51,11.29,-31.34,18.21,10.31,4.32,4.56,4.88,0.28,3.12,17.15,-0.45,7.18,4.04,41.63,3.01,,,13.65,WACC vs ROIC,19.02,1.98,18.92,18.92,5.11,2.6,5/9,1.41,,,,1.32,1.03,,,8.46,,,,2.06,0.4,2.94,5.8,5.24,10.75,,3.53,Beneish M-Score,-4.37,21.83,ROIC,,10,Ameren Corporation,80.77,-0.33316881,-0.27,Neutral,1577616,127424044.32,21222279644.0,18.90639264,4.2877,Utilities,Electric Utilities
43,AEG,15.48,47.11,1.3,-15.8,-12.6,,,-26.6,,61.13,2.73,25.76,50.28,,,,,,,,,,,,,5.55,-5.44,-10.33,4.76,8.43,,0.72,0.6,-18.38,,5.55,6.96,-12.39,-24.2,,,,,,-9.17,,,0.91,,,,0.66,,,,,5.21,,,,,5.05,,,0.51,0.94,,-0.41,,,-11.36,,-0.37,,77.85,14.4,,,7,AEGON N.V.,5.04,-0.39525692,-0.02,Neutral,1081442,5450467.68,10241862721.72153,,-0.377,Finance,Multi-Line Insurance
44,AEHR,158.01,49.53,-7,63.6,,,,,31.7,39.89,,45.34,46.79,38.39,,2.94,7.6,5.46,217.05,58.29,63.06,0.46,0.08,Grey,,,100.97,97.69,156.34,,,,20.79,0.99,0.77,,,,,,50.41,N/A,,N/A,22.41,WACC vs ROIC,20.59,17.63,94.14,94.14,,21.2,4/9,,,,158.48,8.59,10.46,52.3,20.03,137.24,188.28,,25.72,17.63,3.99,19.46,54.37,21.12,23.99,,48.58,Beneish M-Score,-0.06,,ROIC,,4,Aehr Test Systems,47.07,-2.86834503,-1.39,Buy,741479,34901416.53,1353850723.0,94.91833031,0.5198,Electronic Technology,Electronic Production Equipment
45,AEIS,33.9,36.69,0.8,17.3,,53,53.8,76.3,33.6,33.07,0.38,19.58,33.55,5.45,,1.5,0.98,3.8,122.57,57.29,54.42,1.67,0.42,Grey,0.08,0.38,18.69,14.39,33.18,,13.16,2.21,2.18,5.35,0.58,0.38,18.69,20.13,,3.14,36.33,N/A,,N/A,9.52,WACC vs ROIC,11.66,3.5,22.39,21.97,2.09,2.13,8/9,0.88,2.64,,32.49,2.4,0.74,,11.98,20.91,29.19,1.25,1.53,5.9,2.51,8.98,34.63,13.64,16.92,,14.96,Beneish M-Score,0.93,37.89,ROIC,,9,"Advanced Energy Industries, Inc.",104.58,-1.95931377,-2.09,Sell,645475,67503775.5,3937546139.0,22.4002399,4.7011,Electronic Technology,Electronic Production Equipment
46,AEL,43.32,61.38,2.4,-9.3,6.3,14.8,68.7,-15.7,21.4,56.75,0.93,61.47,59.77,,,,,,,,,,,,2.12,0.67,0.09,0.09,0.02,,,0.04,0.05,1111.11,,,8.57,63.8,,-13.36,,,,,25.67,,,1.64,8.97,8.97,1.91,2.37,,,,,0.9,0.81,2.56,,,0.9,1.18,1.45,0.17,1.64,,0.67,,,15.99,,1.27,,-6.56,9.81,,,10,American Equity Investment Life Holding Company,53.97,-0.24029575,-0.13,Buy,1905171,102822078.87,4225759025.999999,9.94967093,5.5234,Finance,Life/Health Insurance
47,AEM,14.12,56.15,-24,19.8,44.3,-2.6,-7.4,,8.8,72.66,15.67,-2.68,62.53,2.23,,0.44,0.21,2.1,110.83,57.23,0.52,0.49,0.11,Grey,0.32,3.26,8.49,6.02,37.54,18.45,8.39,3.81,4.19,11.78,0.68,3.26,19.96,21.38,,-3.7,34.87,20.8,,,40.49,WACC vs ROIC,26.42,1.24,9.55,9.55,0.51,3.84,4/9,,,,34.58,0.82,0.91,,,9.98,8.75,0.38,1.36,1.61,0.85,9.6,15.13,12.29,14.01,,5.55,Beneish M-Score,1.83,41.59,ROIC,,8,Agnico Eagle Mines Limited,49.08,2.05864005,0.99,Buy,4420282,216947440.56,24264092594.047283,9.37007785,5.25658376,Non-Energy Minerals,Precious Metals
48,AEO,48.19,46.09,-5.3,3.1,-13.2,-12,-17,-16,-1.2,36.09,0.91,20,40.14,3.8,,0.23,0.14,1.58,76.84,24.73,16.52,2.5,0.77,Grey,0.19,1.3,14.54,8.04,9.49,12.09,7.15,0.82,0.82,6.88,0.49,2.6,13.42,2.07,,3.66,36.93,40.7,,,4.04,WACC vs ROIC,6.43,1.82,14.82,14.82,,0.6,6/9,,,,7.01,1.23,0.74,,,4.62,7.15,,1.02,2.31,0.74,5.79,11.35,10.24,13.13,,7.53,Beneish M-Score,15.86,15.57,ROIC,,9,"American Eagle Outfitters, Inc.",15.41,0.71895425,0.11,Neutral,12924083,199160119.03,3043221255.9999995,14.88745049,1.0662,Retail Trade,Apparel/Footwear Retail
49,AEP,-21.05,53.26,-1.3,5.4,5.4,6.6,5,8.6,6.8,69.52,5.45,-14.57,60.44,0.78,,0.04,0.01,0.61,57.63,101.44,18.14,6.69,1.87,Grey,0.85,4.15,24.68,12.83,-24.4,17.71,10.35,4.02,4.4,4.05,0.25,4.15,14.29,0.87,6.51,4.15,56.56,2.16,,,10.2,WACC vs ROIC,18.1,1.73,20.79,20.79,4.73,2.13,4/9,,,,,1.26,0.94,,,9.88,,3.73,74.8,1.73,0.48,2.13,4.81,4.33,8.29,,3.91,Beneish M-Score,-5.77,17.91,ROIC,,10,"American Electric Power Company, Inc.",80.04,-0.69478908,-0.56,Neutral,4598042,368027281.68,41234689544.0,20.79447143,3.8631,Utilities,Electric Utilities
50,AER,33.57,53.07,-23.2,-2.5,,-9.1,,,-7.5,63.82,,18.16,56.7,0.6,,0.84,0.03,4.26,4.19,69.01,6.2,10.78,2.84,Grey,,,31.27,13.82,5031.1,16.34,9.62,7.92,8.17,3.2,0.23,,6.23,-6.35,,12.65,31.99,N/A,,N/A,25.54,WACC vs ROIC,26.12,0.89,8,8,,2.02,8/9,,,,1947.79,0.63,1.2,,,2.84,9.59,,1.75,1.1,4.21,2.67,3.21,2.79,11.76,,2.51,Beneish M-Score,-12.19,12.27,ROIC,,8,AerCap Holdings N.V.,62.33,1.2179279,0.75,Buy,5207064,324556299.12,14432429370.0,8.03325171,7.8161,Finance,Finance/Rental/Leasing
51,AES,-32.56,36.26,-0.2,-19.1,5,-13.6,,,7.3,44.64,4.98,-21.91,38.61,0.54,,0.27,0.08,0.94,32,57.46,49.76,11.62,10.65,Grey,,3.8,30.44,16.2,-11.38,16.9,10.76,2.96,2.86,3.29,0.06,3.8,8.84,-25.04,7.32,1.15,19.66,1.91,,,-2.86,WACC vs ROIC,17.97,6.98,,,,0.93,3/9,,,,,,1.05,,,3.89,,,,,0.84,-0.96,5.03,3.79,-13.51,,512.21,Beneish M-Score,-27.04,,ROIC,,6,The AES Corporation,17.24,-0.86256469,-0.15,Sell,10176893,175449635.32,11544405347.0,,-0.5541,Utilities,Electric Utilities
52,AESC,-28.08,36.32,-0.2,-19.1,5,-13.6,,,7.3,46.41,,-17,39.33,0.54,,0.27,0.08,0.94,32,57.46,49.76,11.62,10.65,Grey,,,,,-11.38,,,,,,0.06,,,-25.04,7.32,1.15,19.66,1.91,,N/A,-2.86,WACC vs ROIC,17.97,,N/A,N/A,,0.94,3/9,,,,,,,,,3.91,,,,,0.84,-0.96,5.03,3.79,-13.51,,512.21,Beneish M-Score,-27.04,,ROIC,,6,The AES Corporation Corporate,68.92,-0.74884793,-0.52,Sell,6909,476168.28,11544405347.0,,-0.5541,Utilities,Electric Utilities
53,AESI,,60.02,,,,,,,,51.09,1.49,30.53,57.76,4.16,,2.42,2.61,3.22,20.1,45.73,49.34,0.41,1.71,Grey,0.18,1.52,3.94,3.52,15.96,,2.57,1.36,1.86,25.38,0.06,3.47,8.08,,,25.17,52.8,24.18,,,36.66,,47.14,17.19,27.27,27.27,,2.19,N/A/9,,,,18.91,4.56,,,,4.64,,,,17.19,3.1,23.66,45.2,34.45,80.3,,41.34,WACC vs ROIC,4.11,,ROIC,,2,Atlas Energy Solutions Inc.,23.04,-1.66453265,-0.39,Buy,508253,11710149.12,2304000047.0,,,Non-Energy Minerals,Construction Materials
54,AFG,-14.5,48.52,1.9,-11.8,11.9,13.2,22.7,-20.6,5.7,57.94,4,-3.46,50.85,,,,,,,,,,,,0.25,2.22,8.78,8.17,8.73,,,,1.38,11.39,,2.22,,32.47,,,,,,,11.61,,,2.41,11.34,11.34,1.02,1.32,,,,,8.28,1.14,1.02,,,8.28,,0.81,0.45,2.57,,2.96,,,21.34,,3.93,,7.1,11.17,,,10,"American Financial Group, Inc.",113.37,0.00882145,0.01,Sell,1491189,169056096.93,9620991945.999998,11.33972153,10.0143,Finance,Property/Casualty Insurance
55,AFGC,,,,,,,,,,,,,,,,,,,,,,,,,,,-148.07,-148.07,,,,,,-0.68,,,,,,,,No Debt,,,,,,,20.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",19.98,-0.24962556,-0.05,Sell,9088,181578.24,9620991946.0,1.99847964,10.0143,Finance,Property/Casualty Insurance
56,AFL,27.15,62.04,5.4,-3,14,6.6,14.2,-5.9,0.9,64.27,3.72,23.66,63.88,,,,,,,,,,,,0.22,2.17,9.64,9.64,15.11,,,2.72,2.56,10.37,,2.2,12.29,19.4,,-5.95,,,,,24.42,,,2.23,10.21,10.21,1.15,2.52,,,,,14.89,1.01,1.66,,,14.89,,1,0.67,2.23,,3.49,,,20.34,,3.9,,10.1,13.38,,,10,AFLAC Incorporated,76.51,-1.03479498,-0.8,Buy,5220708,399436369.0800001,45451723144.00001,10.2455943,7.4981,Finance,Multi-Line Insurance
57,AFRM,-39.56,77.84,-6.9,,,-89.2,-66,5.8,30.4,85.61,,47.36,83.2,1.17,,14.15,0.38,47.02,,12.98,37.99,-8.12,2.15,Grey,,,-12.98,-15.59,-96.26,-679.77,119.98,5.5,6.59,-7.7,0.31,,,,,21.72,45.01,,,,-62.05,WACC vs ROIC,-61.84,2.85,,,,4.49,4/9,,,,,,,,5.8,572.12,,,,3.7,47.02,-13.1,-114.22,-10.95,-38.68,,-19.52,Beneish M-Score,-28.24,,ROIC,,,"Affirm Holdings, Inc.",24.37,3.17527519,0.75,Buy,11555800,281624350.3,7293861260.0,,-3.341,Finance,Finance/Rental/Leasing
58,AFYA,6.79,51.5,-0.1,6.5,,24.4,16.9,26.5,26.8,39.43,,39.17,48.48,1.85,,0.63,0.26,1.17,4.27,139.7,64.47,3.01,0.83,Grey,,,13.23,9.96,14.86,10.54,8.07,3.09,3.82,7.56,0.43,,13.51,,,26.48,61.88,1.97,,,13.01,WACC vs ROIC,26.94,2.1,21.51,21.51,0.39,2.87,5/9,,,,11.1,,,,,7.78,20.64,0.8,,,1.17,4.64,59.32,11.98,10.46,,9.67,Beneish M-Score,-7.14,,ROIC,,6,Afya Limited,15.68,-2.30529595,-0.37,Buy,148804,2333246.72,1469574000.0000002,21.76870748,0.7212962,Consumer Services,Other Consumer Services
59,AG,-23.61,47.88,-9.4,18.8,,20.4,-30.5,,10.3,63.64,0.38,-14.88,51.24,1.23,,1.69,0.83,2.89,37.13,39.59,3.89,-3.64,0.19,Grey,,0.38,-7.9,-24.38,-12.44,,,3.21,2.66,-12.66,0.68,0.35,13.46,18.57,,-1.34,-2.52,,,,-25.55,WACC vs ROIC,-14.28,1.23,,,,2.55,3/9,,,,,,0.61,,,23.63,,,6.24,1.23,2.43,-7.77,-13.9,-11.14,-11.61,,-3.56,Beneish M-Score,-21.53,,ROIC,,2,First Majestic Silver Corp.,5.8,3.75670841,0.21,Sell,9538414,55322801.2,1664184423.375635,,-0.57990728,Non-Energy Minerals,Precious Metals
60,AGCO,13.03,45.78,0.4,11.2,13.5,37.6,93.8,3.1,12.9,45.86,1.38,0.41,45.77,3.4,,0.11,0.19,1.57,119.21,45.15,34.93,1.37,0.58,Grey,0.07,0.86,7.52,6.36,20.1,7.28,5.96,0.76,0.79,13.3,0.36,0.94,8.39,24.21,5.2,5.38,24.97,36.83,,,7.84,WACC vs ROIC,11.95,2.22,8.29,8.29,0.39,0.65,6/9,,,,16.63,1.17,1.05,,,8.87,11.47,0.34,1.03,3.72,0.68,10.69,42.19,22.85,29.17,,18.4,Beneish M-Score,-0.43,19.14,ROIC,,10,AGCO Corporation,122.88,0.06514658,0.08,Sell,829080,101877350.4,9201222919.0,8.28613044,14.8752,Producer Manufacturing,Trucks/Construction/Farm Machinery
61,AGI,60.7,58.05,-0.2,1.2,36.9,-1,-27.2,-67.8,7.3,74.09,4.84,7.44,62.55,3.17,,0.98,No Debt,2.52,134.89,93.21,13.94,,,Grey,0.24,0.81,18.08,10.43,51.43,,,4.95,4.83,5.53,0.74,0.81,21.19,11.12,,-0.5,33.79,48.13,,,16.99,WACC vs ROIC,26.64,1.76,30.59,30.59,3.4,5.2,7/9,,,,54.78,1.55,1.33,,,11.98,33.86,2.86,2.03,1.76,1.26,4.46,7.9,7.38,5.99,,4.99,Beneish M-Score,0.86,,ROIC,,5,Alamos Gold Inc.,12.42,2.89975145,0.35,Strong Buy,6990694,86824419.48,4919131767.945206,29.74419988,0.41989904,Non-Energy Minerals,Precious Metals
62,AGIO,-18.57,43.85,7,28.8,,-10.6,5.5,3.5,,32.25,,17.44,40.02,6.77,,12.74,8.9,13.73,1260.97,1608.39,34.97,-0.22,0.08,Grey,,,-2.34,-2.39,-2.92,-0.81,,11.01,43.52,-42.74,0.89,,,,,,87.13,N/A,,N/A,-1042.56,WACC vs ROIC,-1859.21,1.51,,,,71.75,2/9,,,,,,,2.5,2.28,,,,,1.51,13.45,-17.78,-372.06,-33.19,-19.91,,-92.86,Beneish M-Score,0.73,,ROIC,,1,"Agios Pharmaceuticals, Inc.",26.09,-2.9389881,-0.79,Strong Sell,1024406,26726752.54,1454238439.0,,-3.8,Health Technology,Pharmaceuticals: Major
63,AGL,-26.73,56.79,-2.4,,,-8.6,4.4,-12.6,47.5,68.33,,-23.55,61.1,4.13,,0.43,11.38,1.5,,85.7,82.85,-0.79,0.06,Grey,,,-83.8,-105.96,-44.84,,,1.21,1.86,-1.19,0.37,,188.68,,,,4.64,,,,-2.39,WACC vs ROIC,-3.33,8.64,,,,2.19,4/9,,,,,,,,13.3,,,,,10.47,1.5,-4.42,-91.07,-7.03,-8.46,,-38.28,Beneish M-Score,11.47,,ROIC,,,"agilon health, inc.",18.75,4.16666667,0.75,Buy,4378120,82089750.0,7602789688.0,,-0.2131,Health Services,Medical/Nursing Services
64,AGM,66,47.02,-0.3,11,10.7,,16.9,,16.4,34.12,7.75,38.59,41.03,,,,,,,,,,,,0.29,2.57,,,59.89,,,77.79,86.7,,,2.66,10.52,26.97,,14.68,,,,,56,,,1.79,11.89,11.89,1.29,4.85,,0.64,0.34,,3.33,0.9,1.26,,,3.33,,1.04,0.33,1.79,,0.66,,,14.09,,,,-153.93,15.35,,,10,Federal Agricultural Mortgage Corporation,165.66,0.04227308,0.07,Sell,115042,19057857.72,1765512110.0,11.88771044,14.0545,Finance,Finance/Rental/Leasing
65,AGM.A,64.39,32.72,-0.3,11,10.7,,16.9,,16.4,6.68,9.27,35.9,17.67,,,,,,,,,,,,0.29,3.11,,,59.89,,,77.79,86.48,,,3.22,8.69,26.97,,14.68,,,,,56,,,1.72,9.82,9.82,1.07,4.67,,0.53,0.28,,3.22,0.87,1.21,,,3.22,,1,0.32,1.72,,0.66,,,14.09,,,,-153.93,14.73,,,10,Federal Agricultural Mortgage Corporation,136.8,-4.00673637,-5.71,Buy,1376,188236.8,1765512110.0,9.81672575,14.0545,Finance,Finance/Rental/Leasing
66,AGNC,-14.12,57.77,-2,-16.6,-10.4,,,-4.7,,71.15,8.69,-2.83,62.74,,,,,,,,,,,,,14.3,,,24.98,,,0.06,65.82,,,14.3,4.5,11.34,,,,,,,27.78,,,0.97,,,,127.48,,,,,18.83,,,,,18.83,,,0.34,1.06,,0.05,,,0.39,,,,7.73,55.94,,,7,AGNC Investment Corp.,10.07,-0.19821606,-0.02,Buy,14225608,143251872.56,6103199158.0,,-0.2595,Finance,Real Estate Investment Trusts
67,AGO,10.21,58.03,14.2,6.4,11.6,-13.4,-21.7,-96.9,5.1,57.95,3.13,19.08,59.25,,,,,,,,,,,,0.21,1.79,12.16,12.16,-20.74,,,7.02,5.65,8.22,,1.84,12.32,-20.79,,-3.29,,,,,34.03,,,0.68,11.91,11.91,,3.99,,,,,,0.6,1.16,,,,,,,0.68,,1.85,,,6.03,,2.31,,4.73,9.29,,,10,Assured Guaranty Ltd.,60.75,-1.12304687,-0.69,Buy,1748796,106239357.0,3560566343.0,11.86430748,5.2155,Finance,Specialty Insurance
68,AGR,-30.57,48.68,-7.8,0.7,,-5.6,1.7,-1.1,,60.16,5.16,-14.08,53.48,0.65,,0.01,0.01,0.59,30.01,103.21,67.34,5.51,0.54,Grey,1.17,5.08,30.25,12.55,-13.39,20.13,9.83,2.76,2.98,3.31,0.47,5.08,14.14,-10.71,4.03,3.99,30.92,2.07,,,7.23,WACC vs ROIC,8.95,0.69,23.1,23.1,7.7,1.67,5/9,,,,,0.93,,,,13.96,,,2.73,0.83,0.49,1.43,2.55,2.17,3,,2.01,Beneish M-Score,-4.11,13.75,ROIC,,9,"Avangrid, Inc.",34.65,-0.88672769,-0.31,Neutral,1440484,49912770.6,13401612433.0,23.05082491,1.5049,Utilities,Electric Utilities
69,AGRO,15.9,63.02,2.2,6.8,,17.4,,38.6,17.5,59.2,2.75,27.16,63.05,1.34,,0.38,0.16,1.69,214.41,62.48,25.28,2.63,1.2,Grey,0.37,2.75,8.89,4.49,19.52,,,,1.76,11.25,0.37,2.75,,19.67,,,34.84,1.84,,,6.66,WACC vs ROIC,18.1,1.04,13.64,13.64,0.59,0.91,5/9,1.18,0.33,,10.22,0.81,0.76,,,3.55,23.42,0.95,0.72,1.07,0.76,3.01,11.26,10.97,8.17,,6.28,Beneish M-Score,-10.87,39.07,ROIC,,6,Adecoagro S.A.,11.72,-0.76206605,-0.09,Buy,470633,5515818.76,1261573727.0,13.56481481,0.8661,Process Industries,Agricultural Commodities/Milling
70,AGTI,-36.52,23.1,-10.5,15.3,,3.5,,77.9,9.4,16.13,,-23.65,20.27,1.05,,0.05,0.01,1.82,34.49,31.63,68.28,5.11,1.25,Grey,,,36.83,9.61,25.36,14.39,7.96,1.8,1.96,2.72,0.39,,14.51,,,5.48,36.54,1.02,,,0.38,WACC vs ROIC,5.7,1.1,389.5,389.5,,0.99,5/9,,,,12.18,,,,,5.87,,,,,1.38,0.18,11.96,2.71,0.46,,-4.13,Beneish M-Score,0.68,,ROIC,,2,"Agiliti, Inc.",7.79,0.25740026,0.02,Sell,896198,6981382.42,1052106559.0000002,259.66666667,0.0325,Consumer Services,Other Consumer Services
71,AGYS,55.27,46.65,-2.4,12.4,,,,50.5,3.4,47.66,,-6.92,46.33,11.73,,1.45,3.7,2.02,40.87,43.43,43.75,1.59,0.2,Grey,,,120.35,94.25,70.77,,,7.28,8.29,0.83,0.58,,,-8.58,,,60.68,11152,,,6.34,WACC vs ROIC,5.4,15.6,159.95,159.95,,8.68,5/9,,,,74.52,14.3,3,687.8,176.36,52.37,102.64,,7.54,28.66,1.91,5.59,55.14,8.76,9.13,,7.4,Beneish M-Score,-0.09,,ROIC,,3,"Agilysys, Inc.",68.78,-0.59257118,-0.41,Sell,241414,16604454.92,1743842454.0,159.24982635,0.4547,Technology Services,Packaged Software
72,AHCO,-29.66,25.49,-22.9,,,4.2,,,-3.1,11.63,,-0.44,18.92,1.01,,0.1,0.02,1.24,16.56,32.41,42.83,4.04,1.06,Grey,,,19.43,6.27,165.51,10.78,4.99,1.06,1.18,5.15,0.42,,10.04,,,8.6,12.42,1.3,,,1.42,WACC vs ROIC,5.24,0.6,81.17,81.17,,0.44,6/9,,,,58.43,,,,,3.13,7.84,,,,0.99,0.83,25.04,3.88,2,,2.58,Beneish M-Score,2.03,,ROIC,,3,AdaptHealth Corp.,9.74,0.20576132,0.02,Sell,5660024,55128633.76,1325672585.0,76.99604743,0.2929,Finance,Finance/Rental/Leasing
73,AHH,-7.87,45.79,-6.4,4.7,-5,12.5,31.9,10.7,11.6,48.29,5.42,-4.1,47.05,0.58,,0.11,0.03,0.76,,88.35,61.77,6.94,2.2,Grey,1.13,6.76,18.43,11.52,21.58,,,,3.95,5.43,0.26,6.89,26.95,23.93,,,29.16,1.66,,,9.78,WACC vs ROIC,13.43,1.67,16.9,16.9,1.99,1.32,5/9,,,11.7,7.23,1.32,0.74,,,7.23,,1.53,0.52,2.33,0.76,2.51,153.34,6.11,8.93,,3.62,Beneish M-Score,-7.04,18.87,ROIC,,10,"Armada Hoffler Properties, Inc.",11.32,-1.47954743,-0.17,Sell,1185038,13414630.16,1013704413.0,21.98058252,0.515,Finance,Real Estate Investment Trusts
